,Ixx,Ixy,Iyy,Ixr,Ixg,Ixb,Iyr,Iyg,Iyb,Irr,Irg,Irb,Igg,Igb,Ibb,Target
27,16,510,16256.25,172,100,92,5482.5,3187.5,2932.5,57,51,221,113,63,17,0
28,16,26,42.25,196,124,116,318.5,201.5,188.5,97,239,141,193,131,73,0
29,1,3.5,12.25,56,38,38,196,133,133,64,80,80,164,164,164,0
30,0,0,15876,0,0,0,7056,4788,4788,64,80,80,164,164,164,0
31,1,127.5,16256.25,52,34,34,6630,4335,4335,144,232,232,132,132,132,0
32,1,9,81,55,38,30,495,342,270,209,42,114,164,116,132,0
33,1,6,36,70,53,45,420,318,270,36,126,78,249,81,233,0
34,1,127.5,16256.25,67,50,42,8542.5,6375,5355,137,22,254,196,52,228,0
35,65025,2805,121,17595,13260,11220,759,572,484,153,4,220,144,240,144,0
36,63504,2268,81,22428,18144,16128,801,648,576,241,8,64,64,0,0,0
37,63504,28854,13110.25,21924,17640,15624,9961.5,8015,7099,145,202,18,36,244,4,0
38,65025,27922.5,11990.25,15810,11475,9435,6789,4927.5,4051.5,4,230,246,233,129,89,0
39,9,358.5,14280.25,150,99,75,5975,3943.5,2987.5,196,114,226,65,57,113,0
40,4,6,9,90,56,40,135,84,60,233,236,132,16,48,144,0
41,65025,1147.5,20.25,14280,9945,7905,252,175.5,139.5,64,136,200,241,185,193,0
42,0,0,14884,0,0,0,6588,4514,3538,100,206,30,89,49,73,0
43,16,4,1,176,108,76,44,27,19,144,164,68,217,1,105,0
44,36,126,441,336,234,186,1176,819,651,64,136,200,241,185,193,0
45,36,144,576,516,414,366,2064,1656,1464,228,46,126,153,113,137,0
46,1,8,64,104,87,79,832,696,632,64,88,24,145,217,97,0
47,64516,29845,13806.25,25908,21590,19558,11985,9987.5,9047.5,164,222,174,57,145,41,0
48,62001,26394,11236,21165,16434,14940,9010,6996,6360,57,234,236,4,120,16,0
49,64009,27703.5,11990.25,15180,10373,8855,6570,4489.5,3832.5,16,156,52,145,155,201,0
50,1,127,16129,48,29,23,6096,3683,2921,0,112,80,73,155,17,0
51,4,15,56.25,116,78,66,435,292.5,247.5,36,214,122,241,7,65,0
52,16,502,15750.25,244,176,148,7655.5,5522,4643.5,137,124,209,144,92,89,0
53,36,729,14762.25,306,204,162,6196.5,4131,3280.5,41,198,97,132,150,217,0
54,36,18,9,282,192,150,141,96,75,161,224,151,0,32,113,0
55,25,0,0,280,205,170,0,0,0,64,248,112,145,114,132,0
56,81,1125,15625,414,297,225,5750,4125,3125,68,238,126,65,57,113,0
57,81,22.5,6.25,441,324,252,122.5,90,70,97,228,92,16,240,16,0
58,81,0,0,441,351,270,0,0,0,97,119,190,241,146,132,0
59,81,1125,15625,423,333,252,5875,4625,3500,161,203,36,89,12,16,0
60,81,1116,15376,378,297,216,5208,4092,2976,228,106,240,65,24,64,0
61,81,1134,15876,342,261,180,4788,3654,2520,164,78,248,73,68,144,0
62,81,4.5,0.25,342,261,180,19,14.5,10,164,78,248,73,68,144,0
63,81,54,36,351,270,189,234,180,126,241,146,51,132,118,185,0
64,49,35,25,350,280,266,250,200,190,196,208,108,64,240,164,0
65,49,892.5,16256.25,343,273,259,6247.5,4972.5,4717.5,97,119,21,241,163,89,0
66,49,3.5,0.25,343,273,259,24.5,19.5,18.5,97,119,21,241,163,89,0
67,25,5,1,250,200,190,50,40,38,196,208,108,64,240,164,0
68,16,8,4,208,164,148,104,82,74,144,84,132,145,237,89,0
69,4,6,9,110,88,80,165,132,120,209,116,152,144,224,64,0
70,1,2,4,59,46,40,118,92,80,153,154,56,68,48,64,0
71,1,121.5,14762.25,60,47,41,7290,5710.5,4981.5,16,4,156,161,135,145,0
72,16,510,16256.25,192,132,104,6120,4207.5,3315,0,48,224,65,90,164,0
73,0,0,196,0,0,0,854,644,546,137,246,75,68,2,241,0
74,63504,2142,72.25,19404,15120,13104,654.5,510,442,41,12,164,16,48,144,0
75,63504,31626,15750.25,19908,15624,13608,9914.5,7781,6777,97,34,170,4,20,100,0
76,65025,31365,15129,18615,14025,11475,8979,6765,5535,209,175,213,209,171,233,0
77,65025,382.5,2.25,17850,13260,10710,105,78,63,36,56,124,144,136,228,0
78,63504,1764,49,19152,14616,12096,532,406,336,144,56,64,36,224,0,0
79,62001,996,16,20916,16434,13944,336,264,224,144,168,96,4,112,64,0
80,63504,31248,15376,20916,16380,16380,10292,8060,8060,233,19,19,129,129,129,0
81,64009,30360,14400,18975,14421,14421,9000,6840,6840,249,179,179,177,177,177,0
82,65025,31747.5,15500.25,17085,12495,12495,8341.5,6100.5,6100.5,137,211,211,97,97,97,0
83,65025,1020,16,17340,12750,12750,272,200,200,16,72,72,196,196,196,0
84,64009,1265,25,18975,14421,13915,375,285,275,249,179,29,177,63,209,0
85,63504,31878,16002.25,19656,15120,14616,9867,7590,7337,196,72,172,16,152,36,0
86,64009,30739.5,14762.25,18469,13915,12903,8869.5,6682.5,6196.5,209,175,139,209,245,41,0
87,64009,30739.5,14762.25,16698,12144,11132,8019,5832,5346,4,96,88,0,64,144,0
88,0,0,2.25,0,0,0,88.5,63,52.5,153,174,17,228,190,201,0
89,64516,1143,20.25,17272,12954,11176,306,229.5,198,16,140,176,41,196,144,0
90,64516,31242,15129,17272,12954,10922,8364,6273,5289,16,140,108,41,145,57,0
91,1,119.5,14280.25,58,41,33,6931,4899.5,3943.5,36,74,122,145,73,65,0
92,49,7,1,364,245,175,52,35,25,144,28,20,201,107,113,0
93,100,110,121,610,440,340,671,484,374,137,124,26,144,216,132,0
94,64,80,100,592,456,376,740,570,470,100,122,150,177,119,161,0
95,16,14,12.25,324,256,216,283.5,224,189,161,64,22,0,128,100,0
96,36,27,20.25,504,354,390,378,265.5,292.5,144,92,84,153,251,129,0
97,63504,1638,42.25,23436,17136,18648,604.5,442,481,201,180,226,16,168,100,0
98,60025,30747.5,15750.25,24010,17640,18375,12299,9036,9412.5,132,144,182,64,24,249,0
99,61009,29022.5,13806.25,22230,15808,16055,10575,7520,7637.5,164,128,218,0,64,129,0
100,0,0,14762.25,0,0,0,9355.5,6318,5832,41,164,112,144,192,0,0
101,49,49,49,546,357,308,546,357,308,196,138,104,41,196,144,0
102,25,80,256,470,335,280,1504,1072,896,132,154,144,137,168,64,0
103,65025,1275,25,28305,21165,18105,555,415,355,33,253,201,233,5,177,0
104,25,17.5,12.25,525,385,315,367.5,269.5,220.5,17,149,215,41,243,129,0
105,1,10,100,120,90,79,1200,900,790,64,48,8,164,198,97,0
106,64516,32258,16129,32004,24384,21590,16002,12192,10795,4,64,214,0,224,57,0
107,65025,30600,14400,30600,22185,19890,14400,10440,9360,64,200,144,145,130,196,0
108,4,247,15252.25,222,156,142,13708.5,9633,8768.5,33,210,201,196,162,177,0
109,36,0,0,660,462,432,0,0,0,68,22,240,41,168,64,0
110,36,765,16256.25,672,462,450,14280,9817.5,9562.5,0,176,208,41,143,249,0
111,25,625,15625,555,375,375,13875,9375,9375,33,133,133,249,249,249,0
112,81,1116,15376,882,693,522,12152,9548,7192,132,122,52,41,114,36,0
113,64,1000,15625,752,584,432,11750,9125,6750,132,206,212,209,102,100,0
114,36,6,1,552,426,312,92,71,52,16,132,176,177,108,144,0
115,16,20,25,384,300,232,480,375,290,0,32,192,249,254,36,0
116,4,8,16,204,162,128,408,324,256,164,70,128,161,64,0,0
117,65025,32130,15876,26520,21165,16830,13104,10458,8316,64,184,208,233,102,4,0
118,64516,30988,14884,25146,19558,16002,12078,9394,7686,73,199,93,41,243,129,0
119,64009,2783,121,23529,17963,14421,1023,781,627,201,203,181,177,207,177,0
120,62500,3750,225,30000,24500,21250,1800,1470,1275,64,240,216,132,138,57,0
121,63001,0,0,30622,25100,22339,0,0,0,36,168,106,16,196,241,0
122,63504,30744,14884,30240,24696,21924,14640,11956,10614,64,240,200,132,78,145,1
123,64516,29337,13340.25,27940,22352,19558,12705,10164,8893.5,68,208,22,64,120,41,1
124,1,116,13456,96,73,65,11136,8468,7540,0,96,96,209,137,129,0
125,9,367.5,15006.25,261,192,168,10657.5,7840,6860,145,192,8,0,0,64,0
126,36,3,0.25,510,372,324,42.5,31,27,57,150,238,4,20,100,0
127,36,66,121,522,384,348,957,704,638,145,192,182,0,128,36,0
128,25,47.5,90.25,565,400,375,1073.5,760,712.5,225,80,27,0,112,249,0
129,16,496,15376,452,320,300,14012,9920,9300,225,80,27,0,112,249,0
130,16,470,13806.25,420,288,268,12337.5,8460,7872.5,17,136,123,64,216,137,0
131,49,847,14641,637,420,385,11011,7260,6655,89,84,141,16,228,209,0
132,81,45,25,810,531,486,450,295,270,164,190,252,153,114,100,0
133,36,60,100,600,426,390,1000,710,650,16,188,100,177,7,129,0
134,4,11,30.25,218,160,148,599.5,440,407,105,16,130,0,32,100,0
135,64516,31496,15376,27686,20828,19050,13516,10168,9300,105,234,239,68,6,249,1
136,0,0,2.25,0,0,0,148.5,108,97.5,73,216,35,64,72,129,1
137,64009,2909.5,132.25,28083,21758,19987,1276.5,989,908.5,33,74,65,228,138,97,0
138,62001,747,9,30129,23904,22161,363,288,267,49,96,17,0,96,241,0
139,62001,30253.5,14762.25,28884,23157,21165,14094,11299.5,10327.5,144,36,132,201,225,57,0
140,61504,30256,14884,26536,20832,18848,13054,10248,9272,185,28,196,144,240,144,0
141,61504,248,1,25792,20088,18104,104,81,73,64,232,168,161,25,209,0
142,61504,1364,30.25,26536,21576,19344,588.5,478.5,429,185,93,154,145,130,196,0
143,62500,1375,30.25,28250,23250,21000,621.5,511.5,462,225,13,20,201,132,144,0
144,58564,28677,14042.25,28072,23958,19602,13746,11731.5,9598.5,144,220,180,73,83,161,0
145,59049,26122.5,11556.25,22356,18225,13851,9890,8062.5,6127.5,16,244,124,249,179,177,0
146,58564,28677,14042.25,18150,14036,9680,8887.5,6873,4740,249,254,184,36,16,64,0
147,58081,29522.5,15006.25,17593,13496,9158,8942.5,6860,4655,209,248,214,64,80,164,0
148,59049,28674,13924,15552,11421,7533,7552,5546,3658,0,192,192,161,177,193,1
149,60516,31242,16129,13038,8856,4920,6731,4572,2540,249,116,36,16,208,144,1
150,61009,3828.5,240.25,15561,11115,7657,976.5,697.5,480.5,129,19,161,233,115,193,0
151,61009,4569.5,342.25,20995,16549,13091,1572.5,1239.5,980.5,57,63,153,137,223,249,0
152,65025,1402.5,30.25,25245,20655,17595,544.5,445.5,379.5,73,83,175,161,213,153,0
153,0,0,15500.25,0,0,0,11827.5,9586.5,8092.5,65,147,31,41,141,129,0
154,4,251,15750.25,184,148,128,11546,9287,8032,16,152,0,100,128,0,0
155,16,502,15750.25,360,288,248,11295,9036,7781,164,80,204,64,112,4,0
156,25,612.5,15006.25,440,345,310,10780,8452.5,7595,64,184,80,153,182,4,0
157,49,819,13689,560,427,378,9360,7137,6318,0,16,224,137,222,100,0
158,121,1276,13456,726,517,440,7656,5452,4640,4,30,80,161,88,64,0
159,144,1476,15129,672,444,360,6888,4551,3690,64,24,144,89,86,132,0
160,144,60,25,684,432,372,285,180,155,177,4,231,16,92,193,0
161,361,199.5,110.25,1273,874,779,703.5,483,430.5,137,10,187,68,94,145,1
162,576,288,144,1920,1368,1176,960,684,588,0,208,80,177,233,97,1
163,289,272,256,1564,1190,1003,1472,1120,944,16,40,52,36,34,153,0
164,36,111,342.25,672,534,450,2072,1646.5,1387.5,0,240,208,241,19,249,0
165,0,0,156.25,0,0,0,1662.5,1337.5,1125,25,151,194,185,158,164,0
166,1,2,4,141,114,93,282,228,186,169,202,57,196,106,201,0
167,25,635,16129,685,555,440,17399,14097,11176,81,103,24,33,40,64,0
168,4,254,16129,280,224,180,17780,14224,11430,144,64,56,0,96,164,0
169,65025,31875,15625,35445,27540,22185,17375,13500,10875,121,164,61,144,180,145,0
170,63504,31374,15500.25,34272,26208,20916,16932,12948,10333.5,64,64,24,64,184,233,0
171,63504,31248,15376,33768,24948,20160,16616,12276,9920,36,210,224,73,240,0,0
172,64009,30992.5,15006.25,33143,23782,19734,16047.5,11515,9555,9,26,234,132,164,196,0
173,1,122,14884,125,87,74,15250,10614,9028,9,123,34,145,38,100,0
174,64516,31242,15129,30226,20574,17780,14637,9963,8610,81,167,138,161,38,36,1
175,64009,0,0,29095,18975,16951,0,0,0,169,177,25,249,161,137,1
176,25,0,0,590,415,320,0,0,0,100,66,128,233,192,0,0
177,25,615,15129,560,395,310,13776,9717,7626,0,144,32,97,34,4,0
178,9,369,15129,318,222,177,13038,9102,7257,228,164,110,100,14,153,0
179,9,372,15376,294,210,168,12152,8680,6944,132,204,112,36,80,64,0
180,1,127,16129,94,67,56,11938,8509,7112,132,154,144,137,168,64,0
181,64516,254,1,23368,17526,15494,92,69,61,16,204,236,153,113,137,0
182,64009,506,4,22770,17963,16192,180,142,128,164,246,128,177,192,0,0
183,63504,630,6.25,22932,18648,16884,227.5,185,167.5,89,78,209,100,94,137,0
184,1,0.5,0.25,94,76,72,47,38,36,132,232,112,144,96,64,0
185,9,379.5,16002.25,276,225,204,11638,9487.5,8602,16,244,112,249,236,16,0
186,25,637.5,16256.25,460,365,335,11730,9307.5,8542.5,16,60,20,209,27,137,0
187,25,2.5,0.25,465,365,330,46.5,36.5,33,201,133,250,209,210,4,1
188,49,885.5,16002.25,665,511,434,12017.5,9234.5,7843,65,23,2,209,174,4,1
189,49,875,15625,672,483,406,12000,8625,7250,0,224,192,153,162,36,0
190,64,1000,15625,744,520,424,11625,8125,6625,201,157,65,129,117,249,0
191,64,1012,16002.25,720,496,400,11385,7843,6325,164,204,148,4,28,196,0
192,196,175,156.25,1316,882,490,1175,787.5,437.5,132,34,218,129,157,201,0
193,64009,4174.5,272.25,30107,22264,15180,1963.5,1452,990,81,232,228,64,160,16,0
194,60025,122.5,0.25,31360,23520,17395,64,48,35.5,0,0,128,0,160,177,0
195,62001,249,1,30129,22161,15936,121,89,64,49,17,64,241,64,0,0
196,64009,3668.5,210.25,32890,24794,18469,1885,1421,1058.5,4,196,18,132,242,209,0
197,61504,1736,49,37696,29016,23560,1064,819,665,64,120,104,121,107,65,0
198,61504,27652,12432.25,36208,27528,22072,16279,12376.5,9923.5,68,78,194,33,151,241,0
199,1,107.5,11556.25,120,83,64,12900,8922.5,6880,64,232,0,233,192,0,0
200,62001,124.5,0.25,26394,17181,12450,53,34.5,25,228,146,180,153,122,196,1
201,62001,2614.5,110.25,29880,20667,16185,1260,871.5,682.5,64,232,120,233,19,129,1
202,63001,32002.5,16256.25,32128,22339,18072,16320,11347.5,9180,0,128,0,241,8,64,0
203,65025,31492.5,15252.25,30855,20910,17085,14943.5,10127,8274.5,49,194,171,68,118,137,0
204,4,6,9,238,160,130,357,240,195,81,48,55,0,80,129,0
205,4,13,42.25,254,174,150,825.5,565.5,487.5,1,41,53,145,125,249,0
206,1,0.5,0.25,133,91,79,66.5,45.5,39.5,25,71,11,89,21,97,0
207,4,255,16256.25,258,174,150,16447.5,11092.5,9562.5,1,215,203,145,125,249,0
208,65025,0,0,34680,22440,19890,0,0,0,64,192,112,64,208,196,0
209,63001,0,0,33383,21586,19076,0,0,0,25,174,124,228,136,144,0
210,61504,992,16,32984,22568,19096,532,364,308,25,71,1,89,95,41,0
211,63504,0,0,33768,24444,20412,0,0,0,36,198,102,193,177,161,0
212,0,0,14280.25,0,0,0,15057,11352.5,8962.5,4,194,234,65,213,249,0
213,16,482,14520.25,440,340,252,13255,10242.5,7591.5,68,134,18,57,235,129,1
214,9,0,0,309,249,177,0,0,0,113,101,189,233,33,153,1
215,1,117.5,13806.25,103,87,64,12102.5,10222.5,7520,113,1,192,145,192,0,0
216,361,2232.5,13806.25,1482,1197,836,9165,7402.5,5170,196,50,104,129,212,144,0
217,100,50,25,810,650,500,405,325,250,161,145,210,129,178,196,0
218,0,0,25,0,0,0,445,355,305,241,175,53,177,235,137,0
219,0,0,15876,0,0,0,11844,9198,8820,132,206,180,209,246,36,0
220,36,720,14400,534,384,402,10680,7680,8040,241,64,75,0,192,137,0
221,36,759,16002.25,498,318,366,10499.5,6704.5,7716.5,233,47,199,249,161,137,0
222,0,0,72.25,0,0,0,756.5,484.5,595,241,209,86,177,150,36,0
223,61504,1116,20.25,25296,16864,20832,459,306,378,164,24,120,16,80,144,0
224,64009,32004.5,16002.25,24035,18722,13409,12017.5,9361,6704.5,65,118,171,100,82,249,0
225,64009,126.5,0.25,23782,18469,13156,47,36.5,26,132,206,24,209,212,144,0
226,62500,750,9,24000,18500,13250,288,222,159,0,192,224,100,82,249,1
227,62500,1125,20.25,25250,19500,15000,454.5,351,270,217,198,172,196,72,16,1
228,62500,875,12.25,26500,20750,16250,371,290.5,227.5,228,94,234,233,19,129,0
229,62500,250,1,27500,21000,16750,110,84,67,68,24,202,144,252,137,0
230,61009,31245.5,16002.25,26923,20501,16796,13788.5,10499.5,8602,105,87,244,233,12,16,0
231,61504,31248,15876,26784,19840,16368,13608,10080,8316,144,192,216,0,160,4,0
232,62001,249,1,26394,19422,16434,106,78,66,228,76,84,196,28,4,0
233,62001,996,16,27639,20169,17679,444,324,284,33,31,201,161,119,177,0
234,61504,868,12.25,28768,21328,18848,406,301,266,144,248,112,228,136,144,0
235,61009,0,0,29393,21242,19513,0,0,0,81,250,185,228,138,97,0
236,61009,31122,15876,28899,20748,19019,14742,10584,9702,121,100,49,144,68,41,0
237,62001,31498.5,16002.25,28635,20418,18675,14547.5,10373,9487.5,169,214,177,68,6,249,0
238,63504,126,0.25,29232,20412,18900,58,40.5,37.5,144,180,252,161,187,249,0
239,63504,31122,15252.25,29484,20664,19656,14449.5,10127,9633,121,122,166,68,252,196,1
240,64,984,15129,776,624,488,11931,9594,7503,193,142,29,196,150,137,1
241,64,20,6.25,784,632,496,245,197.5,155,132,62,188,97,34,4,1
242,36,24,16,612,498,396,408,332,264,164,18,76,233,102,4,0
243,49,21,9,742,609,504,318,261,216,228,6,208,145,120,64,0
244,64,1016,16129,864,712,592,13716,11303,9398,144,140,56,241,186,100,0
245,81,1102.5,15006.25,936,765,630,12740,10412.5,8575,64,136,112,57,62,36,0
246,100,1205,14520.25,960,770,630,11568,9278.5,7591.5,0,224,160,41,243,129,0
247,196,0,0,1232,966,770,0,0,0,64,184,232,153,211,209,0
248,16,12,9,388,308,264,291,231,198,193,45,2,41,218,4,0
249,25,622.5,15500.25,475,375,330,11827.5,9337.5,8217,65,213,126,249,86,4,0
250,36,732,14884,540,420,366,10980,8540,7442,164,156,114,36,174,137,0
251,36,735,15006.25,498,378,324,10167.5,7717.5,6615,233,109,130,129,74,100,0
252,36,762,16129,468,348,306,9906,7366,6477,196,172,138,36,142,41,1
253,36,27,20.25,480,360,318,360,270,238.5,0,192,144,16,108,249,1
254,16,24,36,348,268,240,522,402,360,145,197,100,137,180,16,1
255,16,510,16256.25,372,288,268,11857.5,9180,8542.5,201,40,87,64,216,137,0
256,4,254,16129,198,124,92,12573,7874,5842,73,250,202,4,36,68,0
257,9,15,25,309,201,153,515,335,255,113,245,133,137,89,41,0
258,16,20,25,428,296,228,535,370,285,185,238,211,100,122,177,0
259,9,7.5,6.25,324,237,183,270,197.5,152.5,144,84,188,97,211,137,0
260,4,0,0,208,164,122,0,0,0,64,80,200,68,138,137,0
261,0,0,0,0,0,0,0,0,0,217,191,17,233,199,137,0
262,65025,382.5,2.25,25500,21675,15810,150,127.5,93,16,52,56,57,150,4,0
263,64009,1012,16,25300,22264,16192,400,352,256,16,96,0,64,0,0,0
264,63504,32130,16256.25,26208,23688,17388,13260,11985,8797.5,64,48,8,132,86,153,0
265,64009,31498.5,15500.25,24541,22011,15686,12076.5,10831.5,7719,193,247,126,145,18,4,1
266,64516,1143,20.25,24638,22098,15748,436.5,391.5,279,193,247,126,145,18,4,1
267,64009,1644.5,42.25,26818,24288,17963,689,624,461.5,228,192,102,0,160,177,1
268,64009,32004.5,16002.25,28336,25300,19228,14168,12650,9614,0,192,64,16,176,144,0
269,0,0,14762.25,0,0,0,13000.5,11178,8383.5,185,116,215,16,204,153,0
270,65025,31620,15376,25755,21675,15810,12524,10540,7688,217,137,118,57,150,4,0
271,1,0,0,99,83,60,0,0,0,73,25,52,233,116,16,0
272,63504,378,2.25,28980,19404,16632,172.5,115.5,99,169,151,166,41,218,4,0
273,64009,126.5,0.25,29601,19987,16698,58.5,39.5,33,121,27,42,97,94,4,0
274,64009,253,1,29095,19987,16445,115,79,65,169,125,51,97,15,129,0
275,63504,1260,25,29484,20664,15876,585,410,315,121,122,203,68,46,129,0
276,64009,1771,49,31625,22770,17710,875,630,490,9,242,46,164,156,36,0
277,64009,32131,16129,32890,24794,18975,16510,12446,9525,4,196,22,132,182,249,0
278,65025,29962.5,13806.25,31110,22950,17085,14335,10575,7872.5,36,228,238,164,142,137,1
279,65025,31365,15129,27285,19635,13515,13161,9471,6519,185,47,39,41,241,249,1
280,61009,617.5,6.25,27170,19760,13832,275,200,140,68,96,16,0,128,64,1
281,60516,738,9,27306,20418,15006,333,249,183,33,253,115,233,199,137,1
282,61009,1111.5,20.25,28405,21242,16796,517.5,387,306,169,162,140,228,216,16,0
283,61504,1364,30.25,29512,22568,19096,654.5,500.5,423.5,81,77,203,89,95,41,0
284,62500,1125,20.25,31000,24000,21250,558,432,382.5,16,128,44,0,224,57,0
285,64516,508,4,32004,25146,23368,252,198,184,4,186,72,73,148,16,0
286,1,1.5,2.25,128,100,96,192,150,144,0,0,0,16,128,0,0
287,9,372,15376,387,303,294,15996,12524,12152,1,229,98,217,170,132,0
288,121,1369.5,15500.25,1430,957,880,16185,10831.5,9960,4,46,160,145,48,0,0
289,49,28,16,931,630,581,532,360,332,25,194,31,164,46,233,0
290,1,5.5,30.25,138,95,88,759,522.5,484,100,54,112,65,168,64,0
291,64009,1265,25,36432,25553,23782,720,505,470,0,208,224,217,22,132,0
292,63504,882,12.25,37296,26460,24696,518,367.5,343,144,180,168,17,50,132,1
293,65025,510,4,38505,27540,25755,302,216,202,17,180,147,144,156,217,1
294,9,3,1,456,327,306,152,109,102,64,184,144,105,110,164,1
295,36,765,16256.25,918,660,618,19507.5,14025,13132.5,113,190,143,68,66,113,0
296,49,882,15876,1057,756,707,19026,13608,12726,17,180,147,144,156,217,0
297,49,854,14884,1043,742,693,18178,12932,12078,185,178,159,228,254,73,0
298,64,944,13924,1112,768,712,16402,11328,10502,121,32,83,0,96,241,0
299,36,732,14884,774,516,474,15738,10492,9638,1,86,207,228,138,97,0
300,9,0,0,381,252,231,0,0,0,1,172,51,144,68,41,0
301,65025,32002.5,15750.25,32895,21930,20145,16189.5,10793,9914.5,1,86,207,228,138,97,0
302,64516,30099,14042.25,30988,20066,18288,14457,9361.5,8532,36,166,80,97,56,64,0
303,64009,31751.5,15750.25,27830,16951,15180,13805,8408.5,7530,68,202,200,137,180,16,0
304,63504,2520,100,28476,19404,15876,1130,770,630,225,253,207,41,243,129,0
305,64516,3048,144,32004,22860,19304,1512,1080,912,4,76,104,164,184,144,1
306,0,0,42.25,0,0,0,890.5,656.5,565.5,81,13,143,217,83,145,1
307,4,7,12.25,280,208,176,490,364,308,144,224,32,64,192,64,1
308,4,13,42.25,290,216,184,942.5,702,598,33,44,28,144,208,16,0
309,0,0,25,0,0,0,765,580,490,113,84,146,144,104,132,0
310,64516,32385,16256.25,39878,29972,25654,20017.5,15045,12877.5,73,94,241,100,142,217,0
311,64009,32131,16129,38709,29095,24288,19431,14605,12192,113,187,96,169,32,0,0
312,9,375,15625,468,345,291,19500,14375,12125,16,20,28,169,147,193,0
313,4,247,15252.25,300,218,178,18525,13461.5,10991.5,228,222,38,105,229,241,0
314,1,0,0,149,106,87,0,0,0,185,178,163,228,6,145,0
315,1,127.5,16256.25,150,108,86,19125,13770,10965,228,72,100,144,72,228,0
316,0,0,15376,0,0,0,18476,12896,10292,185,136,79,64,184,233,0
317,1,127.5,16256.25,144,99,78,18360,12622.5,9945,0,176,224,73,42,196,0
318,1,7.5,56.25,149,104,81,1117.5,780,607.5,185,136,37,64,232,161,1
319,1,9.5,90.25,160,115,92,1520,1092.5,874,0,224,128,169,84,16,1
320,63504,630,6.25,41076,30744,29736,407.5,305,295,201,174,34,36,60,100,1
321,64516,31750,15625,40640,30226,29210,20000,14875,14375,0,96,224,81,117,169,0
322,65025,32130,15876,40035,29580,28050,19782,14616,13860,73,36,118,144,216,68,0
323,0,0,16129,0,0,0,19812,14605,13843,16,20,108,169,247,105,0
324,0,0,16002.25,0,0,0,19607.5,14421,13662,217,6,100,196,24,144,0
325,64516,31623,15500.25,38608,28448,26416,18924,13944,12948,64,128,192,0,128,64,0
326,63001,30747.5,15006.25,36897,26857,24849,18007.5,13107.5,12127.5,105,113,217,185,97,73,0
327,62500,30500,14884,35500,25500,23000,17324,12444,11224,196,148,8,164,168,16,0
328,62500,30750,15129,34000,24000,21500,16728,11808,10578,64,0,176,0,64,228,0
329,61009,31122,15876,32604,22724,19760,16632,11592,10080,16,112,64,16,192,0,0
330,60516,123,0.25,32472,22878,19188,66,46.5,39,16,244,56,201,86,196,0
331,62001,31125,15625,33117,23406,19671,16625,11750,9875,25,214,11,132,2,97,1
332,65025,30472.5,14280.25,32130,22185,18360,15057,10396.5,8604,4,210,112,145,120,64,1
333,9,367.5,15006.25,348,231,180,14210,9432.5,7350,144,228,48,41,12,16,1
334,16,12,9,460,304,236,345,228,177,169,36,129,144,132,153,0
335,4,2,1,244,166,132,122,83,66,36,142,116,233,102,4,0
336,16,486,14762.25,456,320,212,13851,9720,6439.5,196,160,154,0,144,249,0
